"","204107_at","205833_s_at","213033_s_at","206686_at","204886_at","222031_at","219051_x_at","208711_s_at","208712_at","201504_s_at","209686_at","201656_at","219850_s_at","211363_s_at","219654_at","211466_at","201438_at","205478_at","201755_at","216685_s_at","204775_at","205240_at","202273_at","202310_s_at","220624_s_at","210683_at","204351_at","219970_at","1438_at","209290_s_at","209644_x_at","38241_at","205225_at","211233_x_at","211234_x_at","211235_s_at","211627_x_at","215551_at","215552_s_at","217163_at","217190_x_at","219197_s_at","grupos"
"GSM615197",6.579929786139,6.81612767357369,7.11916867981055,7.18512858947341,4.65595468655417,4.68761184881727,7.69265491358894,6.63468829061277,6.74614922583047,8.78420530917101,5.74090096568998,6.43034709024843,9.20543250385844,5.24067025232346,5.84426211461774,5.67740680886081,10.1342657229406,6.12144848024144,6.6109591942223,5.73141313354221,7.45439428083276,7.34921206211027,7.46494779889032,11.1240203567545,6.45322336215125,4.40044373102271,10.3333215728883,4.78216783002404,7.19701397249064,9.81365787391815,7.71252871418996,5.30628277556497,7.2094968969267,7.43104804576697,7.46356064153305,6.85159833708578,4.85827676122608,6.17937453169349,5.75239671875828,5.9771682102265,5.49530472897199,9.41721586617282,"RD"
"GSM615218",7.00263276713548,7.21200968601167,6.48274552669617,7.20400592067242,4.80125774723846,4.93202552243665,7.41695864004305,6.03319864175023,6.55205417710213,8.58716943634675,5.93181630176521,7.86036849119793,5.12933664119378,5.48529017171431,6.72771581773047,5.03471398763334,9.17831254260333,6.46867221129448,7.14866180011885,5.57428661584434,7.26111389224728,6.97304907368144,7.55342862046771,7.85147425078346,5.88555407619751,4.42702394529748,11.12081527928,4.95773433115543,7.46771650074589,6.21976610599227,7.39786030597783,5.46565932347134,6.6545570262478,7.72810328408768,7.77434021670651,7.01353385283852,5.05491448073938,5.9124171050131,5.5129812195581,5.82485299722277,5.40952695021598,6.78818706412625,"RD"
"GSM615223",6.8513104445396,7.29488883642193,6.60659185420311,7.37845535381153,4.61555481966706,4.65740295078346,7.57313924015788,6.62512536155381,7.04220839286271,7.967073533225,6.18895394203694,7.40005628630702,7.61099239725891,5.19534345941448,6.68264294545383,4.9959218647268,8.79948476883415,7.60603102811921,6.84671880300531,5.65687476270287,7.37096330721776,7.45755154542769,7.68196516961425,8.42687300730235,6.8076754011167,4.69096786818328,11.4752290474497,4.74495011120473,8.4369824156208,7.88106105011422,7.62980195012989,5.37037287082547,6.32281007720265,7.65267018668772,7.65507306966374,7.07147953867225,5.15182089544308,5.75207362815431,5.73727699747771,5.93259847119262,6.07895024250983,6.92121869532994,"RD"
"GSM615225",7.46528136634265,7.11932640328586,7.05152302609809,7.22495098298574,4.70622611670865,4.93858699138764,7.44427627694603,8.94884251401355,9.24898376410601,8.61140990744411,6.46889489921996,6.97390529676134,5.07845701602918,5.44926533083583,6.83760503133529,5.28134936375408,9.81359877655337,6.68003891942337,7.56831172057706,5.51508951974565,8.53295678256761,8.25025784459488,7.0722177770554,9.90750810066162,8.67623874206007,4.6595799921519,10.3147414565481,4.54622727710424,8.32863896093327,8.34454098781814,9.79634706243239,5.37953412700325,6.64095227088084,7.38138153458984,7.48502013366668,6.71315934473654,5.20451540896559,5.97382940724022,5.59003660991418,5.87533538791771,5.6999502095214,6.67937032001523,"RD"
"GSM615229",6.80211754098409,7.21542155402353,7.05134135874859,6.69974988466988,4.85862757668543,4.73300826670758,7.6608908258589,7.1435949173772,7.54490217675113,7.34561629577423,6.011522999537,6.72144751363634,7.31489905360137,5.41069336199718,6.01053734364197,5.23541068510174,11.0524017589066,7.09173347460387,6.94279982898016,5.63659985253547,7.21085082471371,6.95806086692785,7.46180355344049,11.8393328679206,6.3657622433087,4.60195470131811,9.29435214301188,4.80084283226446,7.61947298600398,8.52255440756211,8.10802581624267,5.83899546639542,8.97789515866164,7.08560055868899,7.23050686077225,6.9465568906093,5.01821179021117,5.86263649838857,5.48600087849902,5.92471542389165,5.61397973713568,9.64582328265179,"RD"
"GSM615244",7.14586098662963,7.15866603382474,8.5890618973158,7.32618334232979,4.8440096873882,4.91474938027697,7.11326065123815,7.06486594200585,7.50181957817602,7.9234133609469,6.75388636594749,6.90195576100524,5.6033737437525,5.49152606904753,5.97276891590204,6.08087275494676,10.4193388860434,7.35458909872186,6.87297403740474,6.26721999327042,7.90079063090002,7.28037058772879,7.49393354929267,11.1560241559626,8.45827070317613,4.49395803520219,9.34056870276561,4.80326023830865,8.8034509279347,9.53791382769913,9.75917379065231,5.58181182968166,6.36180060014514,7.2104825216185,6.95333580152857,6.83199373895877,5.16157303285996,5.87357215808059,5.4122286847742,6.2708535804742,5.58216106167215,7.11580294990322,"RD"
"GSM615250",7.01024491396306,6.85477449306063,6.04389324829678,7.52930338717321,5.04307171037684,4.97435764777705,7.887719190515,7.87774404195599,7.60200248290748,8.4904286706114,5.26326658350879,6.40965259279279,8.07154403007714,5.13660098849406,5.85779484945596,4.76813832763786,8.63275261554838,6.66526431882667,6.83283032056047,5.35390095477253,7.51001694004437,7.0671280359029,7.2271005190274,9.90387580763789,6.16794256897197,4.48895668700642,11.4959916798335,5.09057030134448,7.08678191756537,6.32145628493058,8.00284309061857,5.786518194716,6.10904958093736,7.62451286965269,7.60938432767695,6.75002039546331,4.97378291521573,5.88688330521192,5.54433940749373,5.64998955777441,5.65934103667019,6.23194080452469,"RD"
"GSM615251",6.81460238622341,6.86809811004816,7.8851894937449,6.47636616583584,4.83958231249867,4.70569417134614,7.16184710086,8.71984503072052,9.15124543218309,8.14061330239659,5.95788938424504,6.78898031785002,4.6923499374118,5.24793477581196,6.97323355317747,4.81971689643777,8.19301204109608,6.36121447771667,7.78938980036361,5.67399977109989,7.05413475123293,6.99939003873539,7.14377523715455,7.75740979367206,5.70112441486491,4.48783831858155,11.6577738775859,4.88020717269412,7.13056035967616,10.636856229949,11.5658702841178,7.75136213995811,7.2324722761845,7.45137588805484,7.31354272913589,6.82415470658429,4.90753850456534,6.05714221176202,5.67248801162248,5.8675870735784,5.59859515597717,6.40357877294218,"RD"
"GSM615255",7.26803544705319,7.09265007840203,7.37431082681013,6.60165083587467,4.78775092449553,5.08896937170651,8.33091086523144,6.93744827085417,7.45094425536285,8.50475101025974,8.93667669802028,8.16174816499353,7.09262879495403,4.88144911119943,6.1416339692835,4.93605257238145,8.578108733298,6.56829531611648,6.98930248933387,5.12299842317987,7.52019360631422,8.68838985816961,7.17916428689876,8.7725744605818,8.57975878666021,5.45251801134774,10.2171396926001,4.82824902387565,10.016379418125,9.80554822240646,7.47093291062367,5.75200997426341,6.31950103936339,7.14715686665423,7.28155170753007,6.70758727138067,4.99328532059288,6.02761058613866,5.52076626127276,5.8314109299988,5.23399871509927,6.41917401854792,"RD"
"GSM615265",6.76512286930722,7.30012297660819,6.6130709108742,6.8570824573171,4.90156145381012,4.7178171815447,8.15092253946323,8.03437411580132,9.39723065865098,8.12831345000708,6.23735875625069,6.96816722587926,7.33751988290887,4.93203422512653,6.56827662610879,4.87319014615747,9.14133431442697,7.43749058304736,6.65129941437376,5.2969477742957,7.01573260079065,6.89615183605502,7.4335273649941,10.0311849829802,6.24934853711747,4.41325206120974,11.8104138654183,5.09869589542517,7.54470360802823,9.15055749485167,8.51509553553087,5.03903297907291,11.5943352207901,7.59987209234988,7.45583763474916,7.06902358006848,5.07066654099047,6.40182924488626,6.08618385829579,5.82220112293319,5.20149202885134,10.1430377805053,"RD"
"GSM615275",7.26742435541329,6.90268659012064,8.9537554139221,7.71866429343023,4.64647804361868,4.78639765293266,6.76609418719601,8.22286598672876,8.80398540639113,8.10309962330306,5.89967453108111,6.23588671337861,7.92684555394346,5.40873400863926,6.26675241816567,5.02958409963414,9.73195823505065,8.18492374084924,6.72333258709977,5.55745956282325,7.037411791636,7.52961950351126,7.50532221135561,11.2401720790532,6.24920338773062,4.44802955348834,9.88159072646,4.8063946837841,7.67648741698169,10.9344684147,9.82767255428023,5.06786323602021,7.21707144117259,7.38191835421526,7.39697777658308,6.78716563681197,5.08229460653358,6.07766043822561,5.41018742860512,6.07304806069765,5.38898421446324,7.85431297015057,"RD"
"GSM615276",7.43083025432347,6.95918040119343,7.2256149725631,7.3140621042541,4.76927407491149,4.9205614852399,7.31158314357274,6.24195648331675,5.8681851510011,8.73452939676862,6.55146979698733,8.51872351354749,6.54525093423911,5.29596038091101,6.00480767154282,5.05996599496175,8.39373246956785,7.49519384403506,7.43842914454697,5.85540359685197,7.29466187361701,7.10874764624338,7.68336308918106,8.79323592729195,9.45229147734903,4.73965730381047,9.39630271302783,4.77498534761658,9.07260008814543,9.75302007249766,10.1269013185844,4.94169096815816,6.28528523210729,7.44254696832828,7.73354333971224,6.97333865008035,4.92916987568956,5.99592933871566,6.10312792108289,6.05903709788493,5.45152320843033,6.82766293496218,"RD"
"GSM615287",6.74753864733645,7.4998437232868,6.82322663835019,7.37292372920442,4.71141396101366,5.27942642423499,6.65279460142651,6.01673385112625,7.09267904979664,8.19673763615452,6.43249879728626,6.7044299087976,5.9823601612073,5.0628223887006,6.15605886275123,5.05114645293749,10.8727524574311,8.28712566899787,6.71876504842384,5.58876784926451,6.6674717249002,7.33452805337806,7.76240274969248,10.9451290802696,6.06127786027953,4.36675424405289,7.74089616599126,5.01029265107113,7.95177318873812,8.45000714389257,8.07326126246684,5.55100671171661,7.55425503813712,7.63148230695378,7.72426241273785,7.39249336478453,5.02766995819821,6.13496494972117,5.70032598497783,6.16416497389697,5.56969915392725,7.7871442724252,"RD"
"GSM615288",7.0898040960086,6.7342867355351,7.31129639557287,7.25006569994844,4.75461617326274,4.99825252359808,7.58241938257056,8.04603634752823,8.3380242542485,9.03913735690471,5.87827969145268,7.35929905181089,6.83017001013432,5.11840696339806,7.4128386434787,5.46478277166843,8.79316619790002,6.57342375624064,7.61367545958731,5.29861774491372,7.261363923611,7.01769285237356,6.94202385164435,8.85151537719642,9.15515260163109,4.58134954687901,11.068480680541,4.62874773197802,8.32135492500883,10.4531120983257,7.21534665127934,8.43012947877614,7.29413709073854,6.99464210311091,6.93195243841829,6.45559704920181,4.99961185192741,5.93397033829857,5.69183639595646,5.72444216662643,5.78314141567699,6.48915753548037,"RD"
